82087|0
90878|96
57223|260
53692|414
64454|508
74241|641
41739|772
17243|827
12695|975
49533|1109
80349|1169
54173|1231
15061|1358
3526|1431
6293|1584
85313|1741
99831|1897
46346|2041
55568|2174
96066|2318
102576|2398
93176|2499
97888|2537
102577|2614
27025|2691
45753|2804
55262|2917
102690|2974
72545|3053
87447|3200
57424|3310
93972|3419
20577|3530
78775|3628
23720|3803
63440|3916
43146|4035
46560|4191
37599|4316
15345|4420
84762|4612
83139|4706
55519|4833
38052|4919
76190|4980
81122|5114
15785|5332
84905|5490
80119|5669
102150|5803
30373|5869
43607|6004
50423|6135
59165|6318
94534|6412
89334|6533
59095|6651
62799|6760
90888|6911
57957|7021
72699|7161
43246|7243
91209|7464
77860|7561
84709|7650
30378|7775
40918|8000
75266|8072
78809|8157
16433|8229
98591|8519
99113|8639
18602|8701
91275|8792
57363|8907
58270|9045
69096|9230
56339|9397
49318|9596
4300|9727
97186|9864
90571|9912
97546|10026
97732|10192
93926|10313
92830|10455
51084|10619
73334|10747
75293|10890
9768|10970
80496|11104
77616|11262
23798|11324
96939|11508
30669|11611
86640|11725
46832|11825
5294|11948
49691|12099
41769|12248
77287|12407
17086|12514
84760|12673
80067|12833
102394|12942
89996|13069
40219|13138
51592|13259
58119|13340
22746|13472
62286|13580
53220|13691
24188|13776
93866|13879
47572|14011
78490|14176
21977|14285
93674|14370
57547|14561
97449|14763
90540|14835
1903|14922
91226|15092
97838|15143
39905|15239
85645|15443
99623|15488
100506|15579
72370|15677
95490|15762
76147|15865
85630|16037
54608|16167
60425|16264
32657|16384
61253|16506
85153|16558
69140|16684
56557|16786
68104|16859
98862|16982
100070|17103
219|17194
60243|17291
40984|17443
45376|17570
102654|17624
20129|17729
70997|17806
61361|17943
89923|18103
36099|18273
59424|18394
55726|18505
47724|18599
9094|18723
75824|18793
883|18845
31056|18896
67889|19014
60982|19097
80259|19201
95332|19381
41952|19498
28961|19620
59877|19706
52274|19759
92629|19900
18942|20057
15380|20140
28495|20201
72918|20332
54181|20387
28691|20500
86894|20667
89123|20763
74211|20890
82546|21041
86682|21227
70485|21337
20261|21481
77568|21574
55460|21756
86886|21941
28060|22077
8026|22205
84651|22327
26287|22513
59194|22623
2700|22723
8705|22887
11377|23050
9731|23204
94800|23372
65447|23468
39579|23596
94924|23699
101693|23881
92579|24022
102874|24124
76648|24205
71383|24324
101694|24395
12336|24536
95755|24622
67671|24724
96415|24880
67000|25023
100328|25153
39956|25284
51461|25414
39927|25539
81488|25671
39938|25838
21379|25960
4663|26077
46469|26189
30605|26253
25550|26367
71390|26473
27966|26613
7048|26765
2799|26929
51878|27054
14168|27157
53710|27223
3121|27403
81866|27496
92774|27608
101844|27692
19328|27903
26261|27983
78486|28062
85775|28168
48134|28264
75802|28347
60967|28452
60966|28519
60965|28572
51120|28623
99242|28732
2907|28908
83586|29054
49963|29130
86172|29172
86173|29294
92472|29412
93771|29483
100641|29545
66347|29645
84491|29784
76438|30045
90519|30149
59607|30380
81719|30428
49219|30487
64037|30606
78835|30759
87673|30897
52993|31068
101168|31161
45186|31275
21688|31404
85727|31569
87336|31649
58942|31735
75004|31809
62401|31863
68001|32059
93123|32192
89835|32274
66022|32424
52564|32567
21529|32661
94422|32798
42550|32925
86350|33081
55985|33256
5382|33435
7343|33542
100692|33637
101591|33751
93192|33909
41905|33988
39581|34135
23793|34268
80631|34351
84320|34482
6555|34637
18060|34743
49166|34863
66404|34989
4940|35147
51411|35239
46610|35360
81146|35477
98629|35673
32436|35781
83575|35947
23121|36051
29726|36218
11145|36346
12876|36436
51871|36632
90462|36798
29814|36953
13741|37092
56271|37155
1469|37203
90758|37292
59044|37388
99381|37443
65969|37519
17087|37580
94174|37666
45281|37801
51824|37895
100273|38024
42223|38147
23089|38255
38290|38455
60806|38529
74851|38637
97408|38809
79834|38981
74048|39132
37319|39235
99971|39365
93900|39454
101907|39545
93347|39607
12191|39747
37439|39857
86826|39945
92111|39993
21867|40274
45035|40314
31659|40413
43259|40577
51526|40704
66030|40831
67554|40979
81314|41183
72979|41284
25470|41453
20664|41633
95050|41757
53637|41902
40058|42004
58924|42123
43362|42271
50470|42376
30344|42470
82558|42569
28687|42677
57633|42805
25736|42869
18702|42947
42717|43065
13309|43174
60591|43266
78817|43395
70127|43533
91765|43671
81795|43809
43568|43964
102569|44031
22158|44132
1411|44255
76158|44345
77004|44436
76467|44569
26360|44639
31947|44739
46027|44853
100955|44895
102644|44999
37866|45102
33395|45191
69449|45301
3087|45393
47461|45537
94641|45773
96500|45866
94840|45972
100910|46106
81563|46254
83033|46402
39944|46530
74939|46652
14970|46815
40370|47132
42841|47247
47818|47310
84825|47394
55317|47494
2627|47574
32313|47700
84300|47839
54262|47954
11513|48071
89709|48166
44341|48270
101211|48370
40719|48486
43537|48605
71856|48757
44796|48861
94381|49003
43854|49122
38203|49213
54052|49355
100976|49477
57601|49548
63846|49670
92420|49830
42721|50005
83516|50098
53632|50195
44704|50248
38695|50338
42728|50416
62969|50501
81669|50698
28657|50878
63963|50959
86940|51040
17371|51128
49903|51226
12480|51295
38743|51381
68456|51489
44214|51558
93810|51709
25574|51810
10571|51883
44212|51997
81152|52085
95307|52170
27588|52296
80090|52374
89867|52575
79979|52704
18037|52871
101597|53029
100609|53144
21247|53247
52458|53342
19269|53423
94322|53515
53251|53648
91460|53720
84411|53760
62636|53855
16361|53993
85748|54106
96020|54167
93985|54365
60662|54525
12986|54674
59475|54743
83246|54917
93170|55065
19798|55287
92968|55372
55362|55498
101594|55596
91737|55706
81973|55744
101674|55842
43669|55938
93752|56026
83215|56105
35278|56300
92220|56431
56126|56562
497|56694
94505|56789
87117|56874
97833|56959
11079|57038
69286|57162
56560|57242
30089|57371
89499|57459
91218|57585
94891|57711
82760|57885
92441|58041
68990|58197
63847|58289
75211|58421
64885|58475
39471|58573
286|58662
99053|58850
85646|58936
